repo,branch,alias
https://github.com/vmchale/ats-vim/,,
https://github.com/augmentcode/augment.vim/,,
https://github.com/ray-x/aurora/,,
https://github.com/hotwatermorning/auto-git-diff/,,
https://github.com/asiryk/auto-hlsearch.nvim/,,
https://github.com/jiangmiao/auto-pairs/,,
https://github.com/okuuva/auto-save.nvim/,,
https://github.com/rmagatti/auto-session/,,
https://github.com/m4xshen/autoclose.nvim/,,
https://github.com/gaoDean/autolist.nvim/,,
https://github.com/vim-scripts/autoload_cscope.vim/,,
https://github.com/nullishamy/autosave.nvim/,,
https://github.com/ActivityWatch/aw-watcher-vim/,,
https://github.com/rafi/awesome-vim-colorschemes/,,
https://github.com/AhmedAbdulrahman/aylin.vim/,,
https://github.com/ayu-theme/ayu-vim/,,
https://github.com/taybart/b64.nvim/,,
https://github.com/m00qek/baleia.nvim/,,
https://github.com/ribru17/bamboo.nvim/,,
https://github.com/romgrk/barbar.nvim/,,
https://github.com/utilyre/barbecue.nvim/,,
https://github.com/RRethy/base16-nvim/,,
https://github.com/chriskempson/base16-vim/,,
https://github.com/nvchad/base46/,,
https://github.com/jamespwilliams/bat.vim/,,
https://github.com/vim-scripts/bats.vim/,,
https://github.com/rbgrouleff/bclose.vim/,,
https://github.com/max397574/better-escape.nvim/,,
https://github.com/LunarVim/bigfile.nvim/,,
https://github.com/APZelos/blamer.nvim/,,
https://github.com/giuxtaposition/blink-cmp-copilot/,,
https://github.com/Kaiser-Yang/blink-cmp-dictionary/,,
https://github.com/Kaiser-Yang/blink-cmp-git/,,
https://github.com/ribru17/blink-cmp-spell/,,
https://github.com/fang2hou/blink-copilot/,,
https://github.com/moyiz/blink-emoji.nvim/,,
https://github.com/mikavilpas/blink-ripgrep.nvim/,,
https://github.com/Saghen/blink.compat/,,
https://github.com/HampusHauffman/block.nvim/,,
https://github.com/blueballs-theme/blueballs-neovim/,,
https://github.com/uloco/bluloco.nvim/,,
https://github.com/rockerBOO/boo-colorscheme-nvim/,,
https://github.com/nat-418/boole.nvim/,,
https://github.com/turbio/bracey.vim/,,
https://github.com/fruit-in/brainfuck-vim/,,
https://github.com/famiu/bufdelete.nvim/,,
https://github.com/jlanzarotta/bufexplorer/,,
https://github.com/AndrewRadev/bufferize.vim/,,
https://github.com/akinsho/bufferline.nvim/,,
https://github.com/kwkarlwang/bufjump.nvim/,,
https://github.com/kwkarlwang/bufresize.nvim/,,
https://github.com/bullets-vim/bullets.vim/,,
https://github.com/itchyny/calendar.vim/,,
https://github.com/bkad/camelcasemotion/,,
https://github.com/catppuccin/nvim/,,catppuccin-nvim
https://github.com/catppuccin/vim/,,catppuccin-vim
https://github.com/tyru/caw.vim/,,
https://github.com/uga-rosa/ccc.nvim/,,
https://github.com/Eandrju/cellular-automaton.nvim/,,
https://github.com/ms-jpq/chadtree/,,
https://github.com/vim-scripts/changeColorScheme.vim/,,
https://github.com/sudormrfbin/cheatsheet.nvim/,,
https://github.com/yunlingz/ci_dark/,,
https://github.com/declancm/cinnamon.nvim/,,
https://github.com/projekt0n/circles.nvim/,,
https://github.com/zootedb0t/citruszest.nvim/,,
https://github.com/xavierd/clang_complete/,,
https://github.com/rhysd/clever-f.vim/,,
https://github.com/bbchung/clighter8/,,
https://github.com/ekickx/clipboard-image.nvim/,,
https://github.com/laytan/cloak.nvim/,,
https://github.com/asheq/close-buffers.vim/,,
https://github.com/Civitasv/cmake-tools.nvim/,,
https://github.com/winston0410/cmd-parser.nvim/,,
https://github.com/tzachar/cmp-ai/,,
https://github.com/crispgm/cmp-beancount/,,
https://github.com/hrsh7th/cmp-buffer/,,
https://github.com/hrsh7th/cmp-calc/,,
https://github.com/vappolinario/cmp-clippy/,,
https://github.com/hrsh7th/cmp-cmdline/,,
https://github.com/dmitmel/cmp-cmdline-history/,,
https://github.com/PaterJason/cmp-conjure/,,
https://github.com/davidsierradz/cmp-conventionalcommits/,,
https://github.com/hrsh7th/cmp-copilot/,,
https://github.com/delphinus/cmp-ctags/,,
https://github.com/rcarriga/cmp-dap/,,
https://github.com/uga-rosa/cmp-dictionary/,,
https://github.com/dmitmel/cmp-digraphs/,,
https://github.com/hrsh7th/cmp-emoji/,,
https://github.com/mtoohey31/cmp-fish/,,
https://github.com/tzachar/cmp-fuzzy-buffer/,,
https://github.com/tzachar/cmp-fuzzy-path/,,
https://github.com/petertriho/cmp-git/,,
https://github.com/max397574/cmp-greek/,,
https://github.com/kdheepak/cmp-latex-symbols/,,
https://github.com/octaltree/cmp-look/,,
https://github.com/notomo/cmp-neosnippet/,,
https://github.com/GaetanLepage/cmp-nixpkgs-maintainers/,,
https://github.com/David-Kunz/cmp-npm/,,
https://github.com/hrsh7th/cmp-nvim-lsp/,,
https://github.com/hrsh7th/cmp-nvim-lsp-document-symbol/,,
https://github.com/hrsh7th/cmp-nvim-lsp-signature-help/,,
https://github.com/hrsh7th/cmp-nvim-lua/,,
https://github.com/quangnguyen30192/cmp-nvim-tags/,,
https://github.com/quangnguyen30192/cmp-nvim-ultisnips/,,
https://github.com/hrsh7th/cmp-omni/,,
https://github.com/jc-doyle/cmp-pandoc-references/,,
https://github.com/aspeddro/cmp-pandoc.nvim/,,
https://github.com/hrsh7th/cmp-path/,,
https://github.com/lukas-reineke/cmp-rg/,,
https://github.com/dcampos/cmp-snippy/,,
https://github.com/f3fora/cmp-spell/,,
https://github.com/nzlov/cmp-tabby/,,
https://github.com/tzachar/cmp-tabnine/,,
https://github.com/andersevenrud/cmp-tmux/,,
https://github.com/ray-x/cmp-treesitter/,,
https://github.com/lukas-reineke/cmp-under-comparator/,,
https://github.com/dmitmel/cmp-vim-lsp/,,
https://github.com/micangl/cmp-vimtex/,,
https://github.com/pontusk/cmp-vimwiki-tags/,,
https://github.com/hrsh7th/cmp-vsnip/,,
https://github.com/tamago324/cmp-zsh/,,
https://github.com/saadparwaiz1/cmp_luasnip/,,
https://github.com/chrisgrieser/cmp_yanky/,,
https://github.com/lalitmee/cobalt2.nvim/,,
https://github.com/vn-ki/coc-clap/,,
https://github.com/neoclide/coc-denite/,,
https://github.com/antoinemadec/coc-fzf/,,
https://github.com/josa42/coc-lua/,,
https://github.com/neoclide/coc-neco/,,
https://github.com/coc-extensions/coc-svelte/,,
https://github.com/iamcco/coc-tailwindcss/,,
https://github.com/neoclide/coc.nvim/,release,
https://github.com/manicmaniac/coconut.vim/,,
https://github.com/olimorris/codecompanion.nvim/,,
https://github.com/Exafunction/codeium.nvim/,,
https://github.com/Exafunction/codeium.vim/,,
https://github.com/gorbit99/codewindow.nvim/,,
https://github.com/metakirby5/codi.vim/,,
https://github.com/tjdevries/colorbuddy.nvim/,,
https://github.com/xzbdmw/colorful-menu.nvim/,,
https://github.com/lilydjwg/colorizer/,,
https://github.com/Domeee/com.cloudedmountain.ide.neovim/,,
https://github.com/wincent/command-t/,,
https://github.com/LudoPinelli/comment-box.nvim/,,
https://github.com/numtostr/comment.nvim/,,
https://github.com/rhysd/committia.vim/,,
https://github.com/xeluxee/competitest.nvim/,,
https://github.com/krady21/compiler-explorer.nvim/,,
https://github.com/Zeioth/compiler.nvim/,,
https://github.com/steelsojka/completion-buffers/,,
https://github.com/nvim-lua/completion-nvim/,,
https://github.com/aca/completion-tabnine/,,
https://github.com/nvim-treesitter/completion-treesitter/,,
https://github.com/chikatoike/concealedyank.vim/,,
https://github.com/rhysd/conflict-marker.vim/,,
https://github.com/stevearc/conform.nvim/,,
https://github.com/Olical/conjure/,,
https://github.com/wellle/context.vim/,,
https://github.com/Shougo/context_filetype.vim/,,
https://github.com/zbirenbaum/copilot-cmp/,,
https://github.com/AndreM222/copilot-lualine/,,
https://github.com/zbirenbaum/copilot.lua/,,
https://github.com/github/copilot.vim/,,
https://github.com/tomtomjhj/coq-lsp.nvim/,,
https://github.com/ms-jpq/coq.artifacts/,,
https://github.com/ms-jpq/coq.thirdparty/,,
https://github.com/jvoorhis/coq.vim/,,
https://github.com/ms-jpq/coq_nvim/,,
https://github.com/agda/cornelis/,,
https://github.com/lfilho/cosco.vim/,,
https://github.com/nixprime/cpsm/,,
https://github.com/saecki/crates.nvim/,,
https://github.com/godlygeek/csapprox/,,
https://github.com/Decodetalkers/csharpls-extended-lsp.nvim/,,
https://github.com/davidmh/cspell.nvim/,,
https://github.com/chrisbra/csv.vim/,,
https://github.com/hat0uma/csvview.nvim/,,
https://github.com/netmute/ctags-lsp.nvim/,,
https://github.com/JazzCore/ctrlp-cmatcher/,,
https://github.com/FelikZ/ctrlp-py-matcher/,,
https://github.com/amiorin/ctrlp-z/,,
https://github.com/ctrlpvim/ctrlp.vim/,,
https://github.com/scottmckendry/cyberdream.nvim/,,
https://github.com/ptdewey/darkearth-nvim/,,
https://github.com/dart-lang/dart-vim-plugin/,,
https://github.com/rizzatti/dash.vim/,,
https://github.com/nvimdev/dashboard-nvim/,,
https://github.com/Shougo/ddc-filter-matcher_head/,,
https://github.com/Shougo/ddc-filter-sorter_rank/,,
https://github.com/tani/ddc-fuzzy/,,
https://github.com/Shougo/ddc-source-around/,,
https://github.com/LumaKernel/ddc-source-file/,,
https://github.com/Shougo/ddc-source-lsp/,,
https://github.com/Shougo/ddc-ui-native/,,
https://github.com/Shougo/ddc-ui-pum/,,
https://github.com/Shougo/ddc.vim/,,
https://github.com/andrewferrier/debugprint.nvim/,,
https://github.com/Verf/deepwhite.nvim/,,
https://github.com/kristijanhusak/defx-git/,,
https://github.com/kristijanhusak/defx-icons/,,
https://github.com/Shougo/defx.nvim/,,
https://github.com/Raimondi/delimitMate/,,
https://github.com/neoclide/denite-extra/,,
https://github.com/neoclide/denite-git/,,
https://github.com/Shougo/denite.nvim/,,
https://github.com/vim-denops/denops.vim/,,
https://github.com/Shougo/deol.nvim/,,
https://github.com/deoplete-plugins/deoplete-clang/,,
https://github.com/deoplete-plugins/deoplete-dictionary/,,
https://github.com/ponko2/deoplete-fish/,,
https://github.com/SevereOverfl0w/deoplete-github/,,
https://github.com/deoplete-plugins/deoplete-go/,,
https://github.com/Inazuma110/deoplete-greek/,,
https://github.com/deoplete-plugins/deoplete-jedi/,,
https://github.com/JuliaEditorSupport/deoplete-julia/,,
https://github.com/nicoe/deoplete-khard/,,
https://github.com/deoplete-plugins/deoplete-lsp/,,
https://github.com/Valodim/deoplete-notmuch/,,
https://github.com/kristijanhusak/deoplete-phpactor/,,
https://github.com/sebastianmarkow/deoplete-rust/,,
https://github.com/tbodt/deoplete-tabnine/,,
https://github.com/carlitux/deoplete-ternjs/,,
https://github.com/lighttiger2505/deoplete-vim-lsp/,,
https://github.com/deoplete-plugins/deoplete-zsh/,,
https://github.com/Shougo/deoplete.nvim/,,
https://github.com/rhysd/devdocs.vim/,,
https://github.com/vmchale/dhall-vim/,,
https://github.com/onsails/diaglist.nvim/,,
https://github.com/nvim-lua/diagnostic-nvim/,,
https://github.com/3rd/diagram.nvim/,,
https://github.com/monaqa/dial.nvim/,,
https://github.com/sindrets/diffview.nvim/,,
https://github.com/elihunter173/dirbuf.nvim/,,
https://github.com/direnv/direnv.vim/,,
https://github.com/chipsenkbeil/distant.nvim/,,
https://github.com/doki-theme/doki-theme-vim/,,
https://github.com/NTBBloodbath/doom-one.nvim/,,
https://github.com/MoaidHathot/dotnet.nvim/,,
https://github.com/dracula/vim/,,dracula-vim
https://github.com/Mofiqul/dracula.nvim/,,
https://github.com/stevearc/dressing.nvim/,,
https://github.com/Bekaboo/dropbar.nvim/,,
https://github.com/earthly/earthly.vim/,,
https://github.com/GustavEikaas/easy-dotnet.nvim/,,
https://github.com/Shougo/echodoc.vim/,,
https://github.com/sainnhe/edge/,,
https://github.com/geldata/edgedb-vim/,,
https://github.com/folke/edgy.nvim/,,
https://github.com/editorconfig/editorconfig-vim/,,
https://github.com/gpanders/editorconfig.nvim/,,
https://github.com/creativenull/efmls-configs-nvim/,,
https://github.com/elixir-tools/elixir-tools.nvim/,,
https://github.com/elmcast/elm-vim/,,
https://github.com/dmix/elvish.vim/,,
https://github.com/embark-theme/vim/,,embark-vim
https://github.com/mattn/emmet-vim/,,
https://github.com/vim-scripts/emodeline/,,
https://github.com/vim-scripts/errormarker.vim/,,
https://github.com/hachy/eva01.vim/,,
https://github.com/sainnhe/everforest/,,
https://github.com/google/executor.nvim/,,
https://github.com/jinh0/eyeliner.nvim/,,
https://github.com/fenetikm/falcon/,,
https://github.com/brooth/far.vim/,,
https://github.com/Chaitanyabsprip/fastaction.nvim/,,
https://github.com/pteroctopus/faster.nvim/,,
https://github.com/konfekt/fastfold/,,
https://github.com/madskjeldgaard/faust-nvim/,,
https://github.com/lilydjwg/fcitx.vim/,fcitx5,
https://github.com/bakpakin/fennel.vim/,,
https://github.com/wincent/ferret/,,
https://github.com/bogado/file-line/,,
https://github.com/lewis6991/fileline.nvim/,,
https://github.com/glacambre/firenvim/,,
https://github.com/andviro/flake8-vim/,,
https://github.com/folke/flash.nvim/,,
https://github.com/willothy/flatten.nvim/,,
https://github.com/felipeagc/fleet-theme-nvim/,,
https://github.com/ggandor/flit.nvim/,,
https://github.com/ncm2/float-preview.nvim/,,
https://github.com/liangxianzhe/floating-input.nvim/,,
https://github.com/floobits/floobits-neovim/,,
https://github.com/nvim-flutter/flutter-tools.nvim/,,
https://github.com/nvim-focus/focus.nvim/,,
https://github.com/anuvyklack/fold-preview.nvim/,,
https://github.com/jghauser/follow-md-links.nvim/,,
https://github.com/mhartington/formatter.nvim/,,
https://github.com/megaannum/forms/,,
https://github.com/rubiin/fortune.nvim/,,
https://github.com/rafamadriz/friendly-snippets/,,
https://github.com/raghur/fruzzy/,,
https://github.com/SuperBo/fugit2.nvim/,,
https://github.com/shumphrey/fugitive-gitlab.vim/,,
https://github.com/BeneCollyridam/futhark-vim/,,
https://github.com/tzachar/fuzzy.nvim/,,
https://github.com/rktjmp/fwatch.nvim/,,
https://github.com/stsewd/fzf-checkout.vim/,,
https://github.com/monkoose/fzf-hoogle.vim/,,
https://github.com/gfanto/fzf-lsp.nvim/,,
https://github.com/junegunn/fzf.vim/,,
https://github.com/NTBBloodbath/galaxyline.nvim/,,
https://github.com/gbprod/nord.nvim/,,gbprod-nord
https://github.com/jsfaint/gen_tags.vim/,,
https://github.com/gentoo/gentoo-syntax/,,
https://github.com/ndmitchell/ghcid/,,
https://github.com/eagletmt/ghcmod-vim/,,
https://github.com/f-person/git-blame.nvim/,,
https://github.com/akinsho/git-conflict.nvim/,,
https://github.com/rhysd/git-messenger.vim/,,
https://github.com/mikesmithgh/git-prompt-string-lualine.nvim/,,
https://github.com/ThePrimeagen/git-worktree.nvim/,,
https://github.com/projekt0n/github-nvim-theme/,,
https://github.com/wintermute-cell/gitignore.nvim/,,
https://github.com/vim-scripts/gitignore.vim/,,
https://github.com/ruifm/gitlinker.nvim/,,
https://github.com/gregsexton/gitv/,,
https://github.com/DNLHC/glance.nvim/,,
https://github.com/gleam-lang/gleam.vim/,,
https://github.com/ellisonleao/glow.nvim/,,
https://github.com/ray-x/go.nvim/,,
https://github.com/p00f/godbolt.nvim/,,
https://github.com/roman/golden-ratio/,,
https://github.com/buoto/gotests-vim/,,
https://github.com/rmagatti/goto-preview/,,
https://github.com/junegunn/goyo.vim/,,
https://github.com/brymer-meneses/grammar-guard.nvim/,,
https://github.com/liuchengxu/graphviz.vim/,,
https://github.com/cbochs/grapple.nvim/,,
https://github.com/blazkowolf/gruber-darker.nvim/,,
https://github.com/MagicDuck/grug-far.nvim/,,
https://github.com/morhetz/gruvbox/,,
https://github.com/luisiacc/gruvbox-baby/,,
https://github.com/gruvbox-community/gruvbox/,,gruvbox-community
https://github.com/eddyekofo94/gruvbox-flat.nvim/,,
https://github.com/sainnhe/gruvbox-material/,,
https://github.com/f4z3r/gruvbox-material.nvim/,,
https://github.com/ellisonleao/gruvbox.nvim/,,
https://github.com/nvimdev/guard-collection/,,
https://github.com/nvimdev/guard.nvim/,,
https://github.com/nmac427/guess-indent.nvim/,,
https://github.com/sjl/gundo.vim/,,
https://github.com/junegunn/gv.vim/,,
https://github.com/chrishrb/gx.nvim/,,
https://github.com/TheSnakeWitcher/hardhat.nvim/,,
https://github.com/m4xshen/hardtime.nvim/,,
https://github.com/ThePrimeagen/harpoon/,master,
https://github.com/ThePrimeagen/harpoon/,harpoon2,harpoon2
https://github.com/kiyoon/haskell-scope-highlighting.nvim/,,
https://github.com/mrcjkb/haskell-snippets.nvim/,,
https://github.com/neovimhaskell/haskell-vim/,,
https://github.com/wenzel-hoffman/haskell-with-unicode.vim/,,
https://github.com/travitch/hasksyn/,,
https://github.com/lukas-reineke/headlines.nvim/,,
https://github.com/rebelot/heirline.nvim/,,
https://github.com/OXY2DEV/helpview.nvim/,,
https://github.com/RaafatTurki/hex.nvim/,,
https://github.com/Yggdroot/hiPairs/,,
https://github.com/tzachar/highlight-undo.nvim/,,
https://github.com/pimalaya/himalaya-vim/,,
https://github.com/shellRaining/hlchunk.nvim/,,
https://github.com/mpickering/hlint-refactor-vim/,,
https://github.com/calops/hmts.nvim/,,
https://github.com/edluffy/hologram.nvim/,,
https://github.com/urbit/hoon.vim/,,
https://github.com/smoka7/hop.nvim/,,
https://github.com/rktjmp/hotpot.nvim/,,
https://github.com/lewis6991/hover.nvim/,,
https://github.com/othree/html5.vim/,,
https://github.com/julienvincent/hunk.nvim/,,
https://github.com/nvimtools/hydra.nvim/,,
https://github.com/mboughaba/i3config.vim/,,
https://github.com/cocopon/iceberg.vim/,,
https://github.com/idris-hackers/idris-vim/,,
https://github.com/idris-community/idris2-nvim/,,
https://github.com/edwinb/idris2-vim/,,
https://github.com/HakonHarnes/img-clip.nvim/,,
https://github.com/lewis6991/impatient.nvim/,,
https://github.com/backdround/improved-search.nvim/,,
https://github.com/smjonas/inc-rename.nvim/,,
https://github.com/nishigori/increment-activator/,,
https://github.com/haya14busa/incsearch-easymotion.vim/,,
https://github.com/haya14busa/incsearch.vim/,,
https://github.com/lukas-reineke/indent-blankline.nvim/,,
https://github.com/Darazaki/indent-o-matic/,,
https://github.com/Yggdroot/indentLine/,,
https://github.com/ciaranm/inkpot/,,
https://github.com/jbyuki/instant.nvim/,,
https://github.com/pta2002/intellitab.nvim/,,
https://github.com/parsonsmatt/intero-neovim/,,
https://github.com/keith/investigate.vim/,,
https://github.com/neutaaaaan/iosvkem/,,
https://github.com/twerth/ir_black/,,
https://github.com/Vigemus/iron.nvim/,,
https://github.com/haya14busa/is.vim/,,
https://github.com/vim-scripts/jdaddy.vim/,,
https://github.com/davidhalter/jedi-vim/,,
https://github.com/metalelf0/jellybeans-nvim/,,
https://github.com/nanotech/jellybeans.vim/,,
https://github.com/HiPhish/jinja.vim/,,
https://github.com/vito-c/jq.vim/,,
https://github.com/neoclide/jsonc.vim/,,
https://github.com/Myzel394/jsonfly.nvim/,,
https://github.com/JuliaEditorSupport/julia-vim/,,
https://github.com/GCBallesteros/jupytext.nvim/,,
https://github.com/rebelot/kanagawa.nvim/,,
https://github.com/imsnif/kdl.vim/,,
https://github.com/anuvyklack/keymap-layer.nvim/,,
https://github.com/kmonad/kmonad-vim/,,
https://github.com/frabjous/knap/,,
https://github.com/b3nj5m1n/kommentary/,,
https://github.com/udalov/kotlin-vim/,,
https://github.com/mistweaverco/kulala.nvim/,,
https://github.com/qnighy/lalrpop.vim/,,
https://github.com/Wansmer/langmapper.nvim/,,
https://github.com/sk1418/last256/,,
https://github.com/latex-box-team/latex-box/,,
https://github.com/dundalek/lazy-lsp.nvim/,,
https://github.com/folke/lazy.nvim/,,
https://github.com/folke/lazydev.nvim/,,
https://github.com/kdheepak/lazygit.nvim/,,
https://github.com/Julian/lean.nvim/,,
https://github.com/leanprover/lean.vim/,,
https://github.com/ggandor/leap-ast.nvim/,,
https://github.com/ggandor/leap.nvim/,,
https://github.com/kawre/leetcode.nvim/,,
https://github.com/mrjones2014/legendary.nvim/,,
https://github.com/camspiers/lens.vim/,,
https://github.com/thirtythreeforty/lessspace.vim/,,
https://github.com/cohama/lexima.vim/,,
https://github.com/ptzz/lf.vim/,,
https://github.com/LucHermitte/lh-brackets/,,
https://github.com/LucHermitte/lh-vim-lib/,,
https://github.com/maximbaz/lightline-ale/,,
https://github.com/mengelbrecht/lightline-bufferline/,,
https://github.com/shinchu/lightline-gruvbox.vim/,,
https://github.com/spywhere/lightline-lsp/,,
https://github.com/itchyny/lightline.vim/,,
https://github.com/ggandor/lightspeed.nvim/,,
https://github.com/junegunn/limelight.vim/,,
https://github.com/AndrewRadev/linediff.vim/,,
https://github.com/lf-lang/lingua-franca.vim/,,
https://github.com/tamago324/lir.nvim/,,
https://github.com/kkharji/lispdocs.nvim/,,
https://github.com/ldelossa/litee-calltree.nvim/,,
https://github.com/ldelossa/litee-filetree.nvim/,,
https://github.com/ldelossa/litee-symboltree.nvim/,,
https://github.com/ldelossa/litee.nvim/,,
https://github.com/smjonas/live-command.nvim/,,
https://github.com/ggml-org/llama.vim/,,
https://github.com/huggingface/llm.nvim/,,
https://github.com/folke/lsp-colors.nvim/,,
https://github.com/lukas-reineke/lsp-format.nvim/,,
https://github.com/lvimuser/lsp-inlayhints.nvim/,,
https://github.com/Issafalcon/lsp-overloads.nvim/,main,
https://github.com/ahmedkhalf/lsp-rooter.nvim/,,
https://github.com/nvim-lua/lsp-status.nvim/,,
https://github.com/VonHeikemen/lsp-zero.nvim/,v3.x,
https://github.com/nvim-lua/lsp_extensions.nvim/,,
https://github.com/ray-x/lsp_signature.nvim/,,
https://github.com/lspcontainers/lspcontainers.nvim/,,
https://github.com/deathbeam/lspecho.nvim/,,
https://github.com/onsails/lspkind.nvim/,,
https://github.com/nvimdev/lspsaga.nvim/,,
https://github.com/barreiroleo/ltex_extra.nvim/,,
https://github.com/nvim-java/lua-async/,,
https://github.com/arkav/lualine-lsp-progress/,,
https://github.com/evesdropper/luasnip-latex-snippets.nvim/,,
https://github.com/alvarosevilla95/luatab.nvim/,,
https://github.com/mkasa/lushtags/,,
https://github.com/Bilal2453/luvit-meta/,,
https://github.com/dccsillag/magma-nvim/,,
https://github.com/winston0410/mark-radar.nvim/,,
https://github.com/iamcco/markdown-preview.nvim/,,
https://github.com/tadmccorkle/markdown.nvim/,,
https://github.com/David-Kunz/markid/,,
https://github.com/chentoast/marks.nvim/,,
https://github.com/OXY2DEV/markview.nvim/,,
https://github.com/williamboman/mason-lspconfig.nvim/,,
https://github.com/jay-babu/mason-null-ls.nvim/,,
https://github.com/jay-babu/mason-nvim-dap.nvim/,,
https://github.com/WhoIsSethDaniel/mason-tool-installer.nvim/,,
https://github.com/williamboman/mason.nvim/,,
https://github.com/vim-scripts/matchit.zip/,,
https://github.com/marko-cerovac/material.nvim/,,
https://github.com/kaicataldo/material.vim/,,
https://github.com/mattn/calendar-vim/,,mattn-calendar-vim
https://github.com/vim-scripts/mayansmoke/,,
https://github.com/chikamichi/mediawiki.vim/,,
https://github.com/savq/melange-nvim/,,
https://github.com/lsig/messenger.nvim/,,
https://github.com/xero/miasma.nvim/,,
https://github.com/dasupradyumna/midnight.nvim/,,
https://github.com/hadronized/mind.nvim/,,
https://github.com/echasnovski/mini-git/,,
https://github.com/echasnovski/mini.ai/,,
https://github.com/echasnovski/mini.align/,,
https://github.com/echasnovski/mini.animate/,,
https://github.com/echasnovski/mini.base16/,,
https://github.com/echasnovski/mini.basics/,,
https://github.com/echasnovski/mini.bracketed/,,
https://github.com/echasnovski/mini.bufremove/,,
https://github.com/echasnovski/mini.clue/,,
https://github.com/echasnovski/mini.colors/,,
https://github.com/echasnovski/mini.comment/,,
https://github.com/echasnovski/mini.completion/,,
https://github.com/echasnovski/mini.cursorword/,,
https://github.com/echasnovski/mini.deps/,,
https://github.com/echasnovski/mini.diff/,,
https://github.com/echasnovski/mini.doc/,,
https://github.com/echasnovski/mini.extra/,,
https://github.com/echasnovski/mini.files/,,
https://github.com/echasnovski/mini.fuzzy/,,
https://github.com/echasnovski/mini.hipatterns/,,
https://github.com/echasnovski/mini.hues/,,
https://github.com/echasnovski/mini.icons/,,
https://github.com/echasnovski/mini.indentscope/,,
